CCTV,#genre#
CCTV8,http://39.134.65.173/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://39.134.65.183/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://39.134.65.175/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://39.134.65.177/PLTV/88888888/224/3221225795/index.m3u8
CCTV9,http://39.134.66.46/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.179/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.181/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.166/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.183/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.173/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://39.134.65.179/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.65.164/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.65.166/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.65.181/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.65.183/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV12,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.179/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.164/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.181/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.166/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.173/PLTV/88888888/224/3221225669/index.m3u8
CCTV14,http://39.134.65.179/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.164/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.181/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.183/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.173/PLTV/88888888/224/3221225674/index.m3u8
CCTV17,http://39.134.66.46/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://39.134.65.181/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://39.134.65.183/PLTV/88888888/224/3221225708/index.m3u8
CCTV2,http://219.140.56.34:3333/tsfile/live/0002_1.m3u8
CCTV4,http://219.140.56.34:3333/tsfile/live/1004_1.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8
风云剧场,http://42.176.185.28:9901/tsfile/live/1031_1.m3u8
风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
卫视,#genre#
安徽卫视,http://39.134.66.110/PLTV/88888888/224/3221225925/index.m3u8
北京卫视,http://39.134.66.110/PLTV/88888888/224/3221225931/index.m3u8
东方卫视,http://39.134.66.110/PLTV/88888888/224/3221225942/index.m3u8
东南卫视,http://39.134.66.110/PLTV/88888888/224/3221225950/index.m3u8
广东卫视,http://39.134.66.110/PLTV/88888888/224/3221225966/index.m3u8
海南卫视,http://39.134.66.110/PLTV/88888888/224/3221225978/index.m3u8
河北卫视,http://39.134.66.110/PLTV/88888888/224/3221225961/index.m3u8
河南卫视,http://39.134.66.110/PLTV/88888888/224/3221225988/index.m3u8
黑龙江卫视,http://39.134.66.110/PLTV/88888888/224/3221225985/index.m3u8
湖北卫视,http://39.134.66.110/PLTV/88888888/224/3221225975/index.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225977/index.m3u8
吉林卫视,http://39.134.66.110/PLTV/88888888/224/3221225981/index.m3u8
江苏卫视,http://39.134.66.110/PLTV/88888888/224/3221225938/index.m3u8
江西卫视,http://39.134.66.110/PLTV/88888888/224/3221225935/index.m3u8
山东卫视,http://39.134.66.110/PLTV/88888888/224/3221225952/index.m3u8
深圳卫视,http://39.134.66.110/PLTV/88888888/224/3221225974/index.m3u8
四川卫视,http://39.134.66.110/PLTV/88888888/224/3221225970/index.m3u8
天津卫视,http://39.134.66.110/PLTV/88888888/224/3221225972/index.m3u8
浙江卫视,http://39.134.66.110/PLTV/88888888/224/3221225959/index.m3u8
重庆卫视,http://39.134.66.110/PLTV/88888888/224/3221225963/index.m3u8
湖南卫视,http://39.134.65.166/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/index.m3u8
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/index.m3u8
浙江卫视,http://39.134.65.179/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225514/index.m3u8
东方卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.164/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.173/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/index.m3u8
深圳卫视,http://39.134.65.164/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://39.134.65.166/PLTV/88888888/224/3221225668/index.m3u8
北京卫视,http://39.134.65.179/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.164/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.166/PLTV/88888888/224/3221225678/index.m3u8
天津卫视,http://39.134.65.166/PLTV/88888888/224/3221225665/index.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
湖北卫视,http://39.134.65.164/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视,http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/index.m3u8
浙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8
江苏卫视,http://39.134.65.208/PLTV/88888888/224/3221225503/index.m3u8
湖南卫视,http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
东方卫视,http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8

虎牙,#genre#
周星星,http://43.138.170.29:35455/huya/24470631
猫和老鼠,http://43.138.170.29:35455/huya/11352879
中华小当家,http://43.138.170.29:35455/huya/11342413
甄子丹,http://43.138.170.29:35455/huya/11352935
冯小刚,http://43.138.170.29:35455/huya/11352906
百鸟朝凤,http://43.138.170.29:35455/huya/15894162
陈翔六点半,http://43.138.170.29:35455/huya/11274154
高分电影,http://43.138.170.29:35455/huya/16615910
精彩不断,http://43.138.170.29:35455/huya/24396428
南征北战,http://43.138.170.29:35455/huya/11336578
路飞,http://43.138.170.29:35455/huya/16913382
麻雀,http://43.138.170.29:35455/huya/11352881
倩女幽魂,http://43.138.170.29:35455/huya/11601970
女神影院,https://ygbh--xingkongbujian.repl.co/huya/99350550
极限挑战,http://43.138.170.29:35455/huya/11352914
救援电影,http://43.138.170.29:35455/huya/21059586
欧美电影,http://43.138.170.29:35455/huya/11352880
史诗战争,http://43.138.170.29:35455/huya/21059556
金马影院,https://ygbh--xingkongbujian.repl.co/huya/128600025
生活大爆炸,http://43.138.170.29:35455/huya/11342417
天雷滚滚,http://43.138.170.29:35455/huya/11352945
我是大哥大,http://43.138.170.29:35455/huya/23652317
小鲤鱼,http://43.138.170.29:35455/huya/11601961
星爷,https://ygbh--xingkongbujian.repl.co/huya/11342412
英叔,https://ygbh--xingkongbujian.repl.co/huya/11342421
发哥,https://ygbh--xingkongbujian.repl.co/huya/11342387
成龙,https://ygbh--xingkongbujian.repl.co/huya/11342386
王晶,https://ygbh--xingkongbujian.repl.co/huya/11602058
沈腾,https://ygbh--xingkongbujian.repl.co/huya/11601968
黄渤,https://ygbh--xingkongbujian.repl.co/huya/11352876
强森,https://ygbh--xingkongbujian.repl.co/huya/21059581
漫威,https://ygbh--xingkongbujian.repl.co/huya/11602034
宇宙,https://ygbh--xingkongbujian.repl.co/huya/11342428
怪兽,https://ygbh--xingkongbujian.repl.co/huya/21059577
武侠,https://ygbh--xingkongbujian.repl.co/huya/11342427
警匪,https://ygbh--xingkongbujian.repl.co/huya/11352886
罪犯,https://ygbh--xingkongbujian.repl.co/huya/11352962
枪战,https://ygbh--xingkongbujian.repl.co/huya/21059579
海盗,https://ygbh--xingkongbujian.repl.co/huya/21059595
赛车,https://ygbh--xingkongbujian.repl.co/huya/11279247
推荐,https://ygbh--xingkongbujian.repl.co/huya/11602041
救援,https://ygbh--xingkongbujian.repl.co/huya/21059594
热血,https://ygbh--xingkongbujian.repl.co/huya/11352934
盗墓,https://ygbh--xingkongbujian.repl.co/huya/21059552
贺岁,https://ygbh--xingkongbujian.repl.co/huya/11601971
玄幻,https://ygbh--xingkongbujian.repl.co/huya/11342414
谍战,https://ygbh--xingkongbujian.repl.co/huya/21059585
战争,https://ygbh--xingkongbujian.repl.co/huya/21059592
喜剧,https://ygbh--xingkongbujian.repl.co/huya/11352877
港片,https://ygbh--xingkongbujian.repl.co/huya/11602043
国产,https://ygbh--xingkongbujian.repl.co/huya/11352973
周星星,https://ygbh--xingkongbujian.repl.co/huya/11336587
李连杰,https://ygbh--xingkongbujian.repl.co/huya/11342390
洪金宝,https://ygbh--xingkongbujian.repl.co/huya/11279251
梁家辉,https://ygbh--xingkongbujian.repl.co/huya/11342429
许冠英,https://ygbh--xingkongbujian.repl.co/huya/11601972
刘德华,https://ygbh--xingkongbujian.repl.co/huya/11342424
斯坦森,https://ygbh--xingkongbujian.repl.co/huya/21059588
小鬼头,https://ygbh--xingkongbujian.repl.co/huya/11352963
八点档,https://ygbh--xingkongbujian.repl.co/huya/880261
蜘蛛侠,https://ygbh--xingkongbujian.repl.co/huya/21059599
贺岁片,https://ygbh--xingkongbujian.repl.co/huya/11601986
功夫片,https://ygbh--xingkongbujian.repl.co/huya/11352941
黑帮片,https://ygbh--xingkongbujian.repl.co/huya/11336719
丧尸片,https://ygbh--xingkongbujian.repl.co/huya/21059578
灾难片,https://ygbh--xingkongbujian.repl.co/huya/11602075
谍战片,https://ygbh--xingkongbujian.repl.co/huya/21059587
战争片,https://ygbh--xingkongbujian.repl.co/huya/21059574
犯罪片,https://ygbh--xingkongbujian.repl.co/huya/11352974
古装片,https://ygbh--xingkongbujian.repl.co/huya/11336590
高分动作,https://ygbh--xingkongbujian.repl.co/huya/11352884
动作电影,https://ygbh--xingkongbujian.repl.co/huya/11602077
搞笑喜剧,https://ygbh--xingkongbujian.repl.co/huya/11342423
喜剧专场,https://ygbh--xingkongbujian.repl.co/huya/11602044
欢笑影院,https://ygbh--xingkongbujian.repl.co/huya/11352894
不挤影院,https://ygbh--xingkongbujian.repl.co/huya/11352897
国产悬疑,https://ygbh--xingkongbujian.repl.co/huya/11342395
快意江湖,https://ygbh--xingkongbujian.repl.co/huya/11342435
黑帮斗争,https://ygbh--xingkongbujian.repl.co/huya/11342419
古墓系列,https://ygbh--xingkongbujian.repl.co/huya/11352913
嫣然影厅,https://ygbh--xingkongbujian.repl.co/huya/11601977
女神系列,https://ygbh--xingkongbujian.repl.co/huya/11336571
经典女神,https://ygbh--xingkongbujian.repl.co/huya/11352909
许氏三杰,https://ygbh--xingkongbujian.repl.co/huya/11602033
经典港片,https://ygbh--xingkongbujian.repl.co/huya/11352965
镖行天下,https://ygbh--xingkongbujian.repl.co/huya/11352969
高能反转,https://ygbh--xingkongbujian.repl.co/huya/11352887
喜乐影院,https://ygbh--xingkongbujian.repl.co/huya/21059580
蘑菇影厅,https://ygbh--xingkongbujian.repl.co/huya/11601981
搞笑恐怖,https://ygbh--xingkongbujian.repl.co/huya/11601960
死神来了,https://ygbh--xingkongbujian.repl.co/huya/11352903
变形金刚,https://ygbh--xingkongbujian.repl.co/huya/21059596
怪兽系列,https://ygbh--xingkongbujian.repl.co/huya/21059554
老三国,https://ygbh--xingkongbujian.repl.co/huya/11602081
新三国,https://ygbh--xingkongbujian.repl.co/huya/11352944
新水浒,https://ygbh--xingkongbujian.repl.co/huya/11342384
纪晓岚,https://ygbh--xingkongbujian.repl.co/huya/11342396
庆余年,https://ygbh--xingkongbujian.repl.co/huya/11352960
雍正王朝,https://ygbh--xingkongbujian.repl.co/huya/11342439
士兵突击,https://ygbh--xingkongbujian.repl.co/huya/11342430
爱情公寓,https://ygbh--xingkongbujian.repl.co/huya/11336726
家有儿女,https://ygbh--xingkongbujian.repl.co/huya/11352872
武林外传,https://ygbh--xingkongbujian.repl.co/huya/21059598
地下交通站,https://ygbh--xingkongbujian.repl.co/huya/11342433
邻里一家亲,https://ygbh--xingkongbujian.repl.co/huya/11342426
肥羊,#genre#
4K60PSDR-H264-AAC测试,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
4K60PHLG-HEVC-EAC3测试,http://159.75.85.63:5680/d/ad/playad.m3u8
BTV纪实科教-8KSDR源,http://159.75.85.63:6798
CCTV8K,http://159.75.85.63:8765/xxtv8k.php
CCTV8K-50FPS,http://159.75.85.63:8654/xx8k50fps.php
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
欢笑剧场4K银河源,http://111.20.35.103:6610/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
欢笑剧场4K,https://live.goodiptv.club/api/cqyx.php?id=hxjc_4K
纯享4K,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K备,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
CCTV4K-25P-HLG源,http://159.75.85.63:5679/cctv4k.php
CCTV4K-25P-SDR源,https://live.goodiptv.club/api/cqyx.php?id=CCTV4K
CCTV16-4K25P-SDR源,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV16-4K-25PHLG源,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240389_1/playlist.m3u8?CONTENTID=00000110240389_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
爱上4K,http://111.20.40.170/PLTV/88888893/224/3221226352/index.m3u8
北京IPTV-4K,http://221.179.217.76/PLTV/88888888/224/3221226550/1.m3u8
4K影视,http://nas.jdshipin.com:8801/4kys.php
虎牙4K王者荣耀,http://159.75.85.63:35455/huya/wzgxs1
虎牙魔兽世界4K,http://159.75.85.63:35455/huya/shangdi
虎牙战地五4K,http://159.75.85.63:35455/huya/28260962
斗鱼4K激战2,http://159.75.85.63:35455/douyu/3916618
斗鱼4K电影,http://159.75.85.63:35455/douyu/9249162
咪咕体育-4K-HLG源,http://gslbserv.itv.cmvideo.cn:80/3000000010000005180/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=3
咪咕体育-4K源-2,http://gslbserv.itv.cmvideo.cn:80/3000000010000015686/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=3
江苏8K测试,http://[2409:8087:2001:20:2800:0:df6e:eb04]/wh7f454c46tw1782571424_-1576923679/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8?icpid=3&RTS=1674188624&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
CCTV8K测试,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw1981574683_-2118700426/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1659435610&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CCTV1-4K,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227896/index.m3u8
CCTV3-4K,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/4/224/3221228499/index.m3u8
CCTV5-4K,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV6-4K,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228516/index.m3u8
CCTV8-4K,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/4/224/3221228578/index.m3u8
未知4K,http://[2409:8087:2004:20:2800:0:df6e:ec11]/wh7f454c46tw3939513710_-75405980/ott.mobaibox.com/PLTV/3/224/3221227579/index.m3u8?icpid=3&RTS=1678666137&from=40&popid=40&hms_devid=2153&prioritypopid=40&vqe=3
BesTV-4K,http://[2409:8087:5e01:34::30]:6610/ZTE_CMS/00000001000000060000000000000202/index.m3u8?IAS
河南4K,http://[2409:8087:4400:20:1:a0f:12:33]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
芒果娱乐4K,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226887/index.m3u8?servicetype=1
纯享4K,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225786/index.m3u8
BESTV,#genre#
CCTV16-4K,https://live.goodiptv.club/api/bestv.php?id=cctv16hd4k/15000000
CCTV-4K,https://live.goodiptv.club/api/bestv.php?id=cctv4k/15000000
欢笑剧场4k,https://live.goodiptv.club/api/bestv.php?id=hxjc4k/15000000
4K60PSDR-H264-AAC测试,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
4K60PHLG-HEVC-EAC3测试,http://159.75.85.63:5680/d/ad/playad.m3u8
CCTV1,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV4,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5+,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV13,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV17,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
